rank,name,team,opponent,game,pitcher,odds,book,final_hr_score,decision_tier,confidence,consensus_score,consensus_label,agreement_count,disagreement_count,model_score_avg,model_score_min,model_score_max,model_score_range,volatility,model_probability_est,market_implied_probability,market_edge_points,value_score,sharp_flag,nuke_flag,core_flag,value_flag,ladder_flag,stealth_flag,all_flags,master_score,matchup_score,split_score,per_pitch_score,primary_pitch_match,primary_pitch_usage_pct,signal_flags,note
169,Willy Adames,San Francisco Giants,Los Angeles Dodgers,San Francisco Giants @ Los Angeles Dodgers,Shohei Ohtani,720,DraftKings,43.8,PASS,SPECULATIVE,7,NO CONSENSUS,0,3,50.6,40.1,61.8,21.7,MEDIUM,7.9,12.2,-4.3,39.1,NO,NO,NO,NO,NO,NO,,57.5,40.1,42.9,61.8,4-Seam Fastball,47,,Thin agreement
170,Xander Bogaerts,San Diego Padres,Milwaukee Brewers,San Diego Padres @ Milwaukee Brewers,Jacob Misiorowski,720,DraftKings,44.5,PASS,SPECULATIVE,6.9,NO CONSENSUS,0,3,51.5,41.1,64.8,23.7,MEDIUM,8,12.2,-4.2,39.4,NO,NO,NO,NO,NO,NO,,57.4,41.1,42.6,64.8,4-Seam Fastball,61.3,,Thin agreement
171,Trevor Larnach,Minnesota Twins,Miami Marlins,Miami Marlins @ Minnesota Twins,Max Meyer,725,BetMGM,41.9,PASS,SPECULATIVE,6.2,NO CONSENSUS,0,3,48.4,38.6,58.2,19.6,MEDIUM,7.6,12.1,-4.5,38.5,NO,NO,NO,NO,NO,NO,,53.4,38.6,43.5,58.2,4-Seam Fastball,25.2,,Thin agreement
172,Alec Bohm,Philadelphia Phillies,Boston Red Sox,Philadelphia Phillies @ Boston Red Sox,Sonny Gray,1120,DraftKings,35.5,PASS,SPECULATIVE,6.2,NO CONSENSUS,0,3,50.2,44,59.1,15.1,HIGH,6.8,8.2,-1.4,47.8,NO,NO,NO,NO,NO,NO,,49.6,44,48.2,59.1,Cutter,30,,Thin agreement
173,Ozzie Albies,Atlanta Braves,Chicago Cubs,Chicago Cubs @ Atlanta Braves,Shota Imanaga,518,DraftKings,44.3,PASS,SPECULATIVE,5.8,NO CONSENSUS,0,3,49.3,38.6,62.7,24.1,MEDIUM,7.9,16.2,-8.3,23.1,NO,NO,NO,NO,NO,NO,,56.4,38.6,39.7,62.7,4-Seam Fastball,34.6,,Thin agreement
174,Trea Turner,Philadelphia Phillies,Boston Red Sox,Philadelphia Phillies @ Boston Red Sox,Sonny Gray,820,DraftKings,44.2,PASS,SPECULATIVE,4.6,NO CONSENSUS,0,4,52.7,46.6,57.8,11.2,MEDIUM,7.9,10.9,-3,43,NO,NO,NO,NO,NO,NO,,57.8,46.6,50.3,56.1,4-Seam Fastball,11.4,,Thin agreement
175,Nico Hoerner,Chicago Cubs,Atlanta Braves,Chicago Cubs @ Atlanta Braves,JR Ritchie,1280,DraftKings,38.7,PASS,SPECULATIVE,4.6,NO CONSENSUS,0,4,54.5,49.2,57.1,7.9,HIGH,7.2,7.2,0,52,NO,NO,NO,NO,NO,NO,,54.9,49.2,57.1,56.6,Curveball,25.7,,Thin agreement
176,Miguel Andujar,San Diego Padres,Milwaukee Brewers,San Diego Padres @ Milwaukee Brewers,Jacob Misiorowski,880,FanDuel,41.3,PASS,SPECULATIVE,4.5,NO CONSENSUS,0,3,49.7,38.6,63.8,25.2,MEDIUM,7.5,10.2,-2.7,43.9,NO,NO,NO,NO,NO,NO,VOLATILE,54.5,38.6,42,63.8,4-Seam Fastball,61.3,,Thin agreement
177,Brett Baty,New York Mets,Detroit Tigers,Detroit Tigers @ New York Mets,Framber Valdez,1040,FanDuel,38.4,PASS,SPECULATIVE,4.4,NO CONSENSUS,0,4,53.6,49.7,56.8,7.1,HIGH,7.2,8.8,-1.6,47.2,NO,NO,NO,NO,NO,NO,,54.4,49.7,53.4,56.8,Changeup,24.2,,Thin agreement
178,Tyler Heineman,Toronto Blue Jays,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,Griffin Jax,1280,DraftKings,36.9,PASS,SPECULATIVE,4.1,NO CONSENSUS,0,4,52.4,50,55,5,HIGH,7,7.2,-0.2,51.4,NO,NO,NO,NO,NO,NO,,51.6,50,55,52.8,4-Seam Fastball,30.4,,Thin agreement
179,Willi Castro,Colorado Rockies,Pittsburgh Pirates,Colorado Rockies @ Pittsburgh Pirates,Mitch Keller,900,BetMGM,38.1,PASS,SPECULATIVE,4,NO CONSENSUS,0,3,52.3,40,66.3,26.3,HIGH,7.1,10,-2.9,43.3,NO,NO,NO,NO,NO,NO,VOLATILE,53.8,40,49,66.3,4-Seam Fastball,39.7,,Thin agreement
180,Geraldo Perdomo,Arizona Diamondbacks,Texas Rangers,Arizona Diamondbacks @ Texas Rangers,Kumar Rocker,1100,DraftKings,38.1,PASS,SPECULATIVE,3.9,NO CONSENSUS,0,4,53.3,48.4,56.2,7.8,HIGH,7.1,8.3,-1.2,48.4,NO,NO,NO,NO,NO,NO,,54.8,48.4,53.9,56.2,Sinker,32.6,,Thin agreement
181,Andrés Giménez,Toronto Blue Jays,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,Griffin Jax,1120,DraftKings,38,PASS,SPECULATIVE,3.9,NO CONSENSUS,0,4,53.3,47.9,55.6,7.7,HIGH,7.1,8.2,-1.1,48.7,NO,NO,NO,NO,NO,NO,,54.6,47.9,55.1,55.6,4-Seam Fastball,30.4,,Thin agreement
182,Billy Cook,Pittsburgh Pirates,Colorado Rockies,Colorado Rockies @ Pittsburgh Pirates,Jose Quintana,900,DraftKings,39.5,PASS,SPECULATIVE,3.5,NO CONSENSUS,0,4,53.9,48.2,59.2,11,HIGH,7.3,10,-2.7,43.9,NO,NO,NO,NO,NO,NO,,59.2,48.2,56.2,52.1,4-Seam Fastball,28.2,,Thin agreement
183,Ernie Clement,Toronto Blue Jays,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,Griffin Jax,1200,DraftKings,37.2,PASS,SPECULATIVE,3.4,NO CONSENSUS,0,4,52.5,47.6,55.1,7.5,HIGH,7,7.7,-0.7,49.9,NO,NO,NO,NO,NO,NO,,54.2,47.6,52.9,55.1,4-Seam Fastball,30.4,,Thin agreement
184,Mauricio Dubón,Atlanta Braves,Chicago Cubs,Chicago Cubs @ Atlanta Braves,Shota Imanaga,890,DraftKings,38.8,PASS,SPECULATIVE,3,NO CONSENSUS,0,3,46.8,35.5,59.1,23.6,MEDIUM,7.2,10.1,-2.9,43.3,NO,NO,NO,NO,NO,NO,,51.4,35.5,41.2,59.1,4-Seam Fastball,34.6,,Thin agreement
185,Brooks Lee,Minnesota Twins,Miami Marlins,Miami Marlins @ Minnesota Twins,Max Meyer,880,FanDuel,38.8,PASS,SPECULATIVE,2.8,NO CONSENSUS,0,3,46.8,35.3,59.5,24.2,MEDIUM,7.2,10.2,-3,43,NO,NO,NO,NO,NO,NO,,51.3,35.3,41.2,59.5,4-Seam Fastball,25.2,,Thin agreement
186,Harrison Bader,San Francisco Giants,Los Angeles Dodgers,San Francisco Giants @ Los Angeles Dodgers,Shohei Ohtani,900,BetMGM,37,PASS,SPECULATIVE,2.8,NO CONSENSUS,0,3,50.7,38.1,65.2,27.1,HIGH,7,10,-3,43,NO,NO,NO,NO,NO,NO,VOLATILE,54.5,38.1,45.1,65.2,4-Seam Fastball,47,,Thin agreement
187,Tyrone Taylor,New York Mets,Detroit Tigers,Detroit Tigers @ New York Mets,Framber Valdez,980,FanDuel,38.4,PASS,SPECULATIVE,2.7,NO CONSENSUS,0,4,52.8,46.5,57.6,11.1,HIGH,7.2,9.3,-2.1,45.7,NO,NO,NO,NO,NO,NO,,55.5,46.5,51.6,57.6,Sinker,39.9,,Thin agreement
188,Troy Johnston,Colorado Rockies,Pittsburgh Pirates,Colorado Rockies @ Pittsburgh Pirates,Mitch Keller,900,BetMGM,36.4,PASS,SPECULATIVE,2.7,NO CONSENSUS,0,3,50.1,37.9,63.9,26,HIGH,6.9,10,-3.1,42.7,NO,NO,NO,NO,NO,NO,VOLATILE,52.6,37.9,45.9,63.9,4-Seam Fastball,39.7,,Thin agreement
189,Ha-Seong Kim,Atlanta Braves,Chicago Cubs,Chicago Cubs @ Atlanta Braves,Shota Imanaga,680,DraftKings,43.4,PASS,SPECULATIVE,2.4,NO CONSENSUS,0,4,49.9,44.7,58.4,13.7,MEDIUM,7.8,12.8,-5,37,NO,NO,NO,NO,NO,NO,,58.4,46.6,44.7,50,,0,,Thin agreement
190,Vidal Bruján,New York Mets,Detroit Tigers,Detroit Tigers @ New York Mets,Framber Valdez,1050,BetMGM,36.8,PASS,SPECULATIVE,2.2,NO CONSENSUS,0,4,51.6,45.7,55.3,9.6,HIGH,7,8.7,-1.7,46.9,NO,NO,NO,NO,NO,NO,,55.3,50.5,54.8,45.7,,0,,Thin agreement
191,Jared Triolo,Pittsburgh Pirates,Colorado Rockies,Colorado Rockies @ Pittsburgh Pirates,Jose Quintana,1200,BetMGM,37.1,PASS,SPECULATIVE,2,NO CONSENSUS,0,4,52.4,46.1,57.3,11.2,HIGH,7,7.7,-0.7,49.9,NO,NO,NO,NO,NO,NO,,51.2,46.1,55.1,57.3,4-Seam Fastball,28.2,,Thin agreement
192,J.T. Realmuto,Philadelphia Phillies,Boston Red Sox,Philadelphia Phillies @ Boston Red Sox,Sonny Gray,980,FanDuel,37.2,PASS,SPECULATIVE,1.3,NO CONSENSUS,0,4,51.3,44.8,57,12.2,HIGH,7,9.3,-2.3,45.1,NO,NO,NO,NO,NO,NO,,53.9,44.8,49.4,57,Cutter,30,,Thin agreement
193,Edmundo Sosa,Philadelphia Phillies,Boston Red Sox,Philadelphia Phillies @ Boston Red Sox,Sonny Gray,1020,DraftKings,35.8,PASS,SPECULATIVE,1.1,NO CONSENSUS,0,4,50.4,44.5,54.7,10.2,HIGH,6.8,8.9,-2.1,45.7,NO,NO,NO,NO,NO,NO,,52.8,44.5,49.5,54.7,4-Seam Fastball,11.4,,Thin agreement
194,Kyle Karros,Colorado Rockies,Pittsburgh Pirates,Colorado Rockies @ Pittsburgh Pirates,Mitch Keller,1240,DraftKings,32.4,PASS,SPECULATIVE,0.7,NO CONSENSUS,0,3,46.6,37.7,61.4,23.7,HIGH,6.4,7.5,-1.1,48.7,NO,NO,NO,NO,NO,NO,,44.7,37.7,42.7,61.4,4-Seam Fastball,39.7,,Thin agreement
195,Brice Matthews,Houston Astros,Seattle Mariners,Seattle Mariners @ Houston Astros,Bryce Miller,520,FanDuel,42.8,PASS,SPECULATIVE,0.1,NO CONSENSUS,0,4,47.5,41.7,58.4,16.7,LOW,7.7,16.1,-8.4,22.8,NO,NO,NO,NO,NO,NO,,58.4,43.1,41.7,46.7,,0,,Thin agreement
196,Jake McCarthy,Colorado Rockies,Pittsburgh Pirates,Colorado Rockies @ Pittsburgh Pirates,Mitch Keller,1200,FanDuel,32.9,PASS,SPECULATIVE,0.1,NO CONSENSUS,0,3,47.1,35.4,62,26.6,HIGH,6.5,7.7,-1.2,48.4,NO,NO,NO,NO,NO,NO,VOLATILE,46.7,35.4,44.4,62,4-Seam Fastball,39.7,,Thin agreement
197,Mike Yastrzemski,Atlanta Braves,Chicago Cubs,Chicago Cubs @ Atlanta Braves,Shota Imanaga,620,DraftKings,42.2,PASS,SPECULATIVE,0,NO CONSENSUS,0,4,47.7,38.2,57.6,19.4,MEDIUM,7.7,13.9,-6.2,29.4,NO,NO,NO,NO,NO,NO,,54.9,39.9,38.2,57.6,4-Seam Fastball,34.6,,Thin agreement
198,Jose Altuve,Houston Astros,Seattle Mariners,Seattle Mariners @ Houston Astros,Bryce Miller,537,DraftKings,40.1,PASS,SPECULATIVE,0,NO CONSENSUS,0,4,44.3,37.8,54.6,16.8,LOW,7.4,15.7,-8.3,23.1,NO,NO,NO,NO,NO,NO,,54.6,40.4,37.8,44.5,,0,,Thin agreement
199,Christian Yelich,Milwaukee Brewers,San Diego Padres,San Diego Padres @ Milwaukee Brewers,Michael King,790,FanDuel,39.1,PASS,SPECULATIVE,0,NO CONSENSUS,0,4,45.4,38.7,54.8,16.1,MEDIUM,7.3,11.2,-3.9,40.3,NO,NO,NO,NO,NO,NO,,54.8,43.9,38.7,44.2,,0,,Thin agreement
200,César Salazar,Houston Astros,Seattle Mariners,Seattle Mariners @ Houston Astros,Bryce Miller,750,Caesars,38.6,PASS,SPECULATIVE,0,NO CONSENSUS,0,4,44.3,38.2,55,16.8,MEDIUM,7.2,11.8,-4.6,38.2,NO,NO,NO,NO,NO,NO,,55,38.2,40.3,43.7,,0,,Thin agreement
201,Matt Chapman,San Francisco Giants,Los Angeles Dodgers,San Francisco Giants @ Los Angeles Dodgers,Shohei Ohtani,790,FanDuel,38.5,PASS,SPECULATIVE,0,NO CONSENSUS,0,4,44.9,35.6,56.6,21,MEDIUM,7.2,11.2,-4,40,NO,NO,NO,NO,NO,NO,,51.4,35.6,35.8,56.6,4-Seam Fastball,47,,Thin agreement
202,Isaac Paredes,Houston Astros,Seattle Mariners,Seattle Mariners @ Houston Astros,Bryce Miller,541,DraftKings,37.4,PASS,SPECULATIVE,0,NO CONSENSUS,0,4,41,32.2,53.3,21.1,MEDIUM,7,15.6,-8.6,22.2,NO,NO,NO,NO,NO,NO,,53.3,36.7,32.2,41.6,,0,,Thin agreement
203,Andrew Vaughn,Milwaukee Brewers,San Diego Padres,San Diego Padres @ Milwaukee Brewers,Michael King,900,BetMGM,36.9,PASS,SPECULATIVE,0,NO CONSENSUS,0,4,50.6,42.6,57.5,14.9,HIGH,7,10,-3,43,NO,NO,NO,NO,NO,NO,,55.6,42.6,46.6,57.5,4-Seam Fastball,22.9,,Thin agreement
204,Cam Smith,Houston Astros,Seattle Mariners,Seattle Mariners @ Houston Astros,Bryce Miller,910,DraftKings,36.3,PASS,SPECULATIVE,0,NO CONSENSUS,0,4,49.7,43.1,59.8,16.7,HIGH,6.9,9.9,-3,43,NO,NO,NO,NO,NO,NO,,59.8,43.1,48.1,47.6,,0,,Thin agreement
205,Jake Fraley,Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,Dylan Cease,940,DraftKings,34.8,PASS,SPECULATIVE,0,NO CONSENSUS,0,4,48.1,39.7,56.2,16.5,HIGH,6.7,9.6,-2.9,43.3,NO,NO,NO,NO,NO,NO,,53.8,39.7,42.6,56.2,Changeup,13.5,,Thin agreement
206,Chase Meidroth,Chicago White Sox,Kansas City Royals,Kansas City Royals @ Chicago White Sox,Seth Lugo,1200,BetMGM,33.6,PASS,SPECULATIVE,0,NO CONSENSUS,0,4,47.9,42.5,55.9,13.4,HIGH,6.5,7.7,-1.2,48.4,NO,NO,NO,NO,NO,NO,,48.1,42.5,45.3,55.9,4-Seam Fastball,15.6,,Thin agreement
207,Ezequiel Tovar,Colorado Rockies,Pittsburgh Pirates,Colorado Rockies @ Pittsburgh Pirates,Mitch Keller,980,FanDuel,33.6,PASS,SPECULATIVE,0,NO CONSENSUS,0,4,46.8,38.6,55.8,17.2,HIGH,6.5,9.3,-2.8,43.6,NO,NO,NO,NO,NO,NO,,50.7,38.6,42.2,55.8,Sinker,12.4,,Thin agreement
208,Nick Fortes,Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,Dylan Cease,1100,DraftKings,32.6,PASS,SPECULATIVE,0,NO CONSENSUS,0,4,46.6,39.8,56.8,17,HIGH,6.4,8.3,-1.9,46.3,NO,NO,NO,NO,NO,NO,,47.9,39.8,41.8,56.8,4-Seam Fastball,31.9,,Thin agreement
209,Luis Rengifo,Milwaukee Brewers,San Diego Padres,San Diego Padres @ Milwaukee Brewers,Michael King,1500,BetMGM,32.1,PASS,SPECULATIVE,0,NO CONSENSUS,0,4,46.8,40.4,56.5,16.1,HIGH,6.4,6.3,0.2,52.6,NO,NO,NO,NO,NO,NO,,42.8,40.4,47.3,56.5,Sinker,20.8,,Thin agreement
210,Freddy Fermin,San Diego Padres,Milwaukee Brewers,San Diego Padres @ Milwaukee Brewers,Jacob Misiorowski,1050,BetMGM,32.1,PASS,SPECULATIVE,0,NO CONSENSUS,0,4,45.6,37.7,54,16.3,HIGH,6.4,8.7,-2.3,45.1,NO,NO,NO,NO,NO,NO,,51.1,37.7,39.4,54,4-Seam Fastball,61.3,,Thin agreement
211,Masyn Winn,St. Louis Cardinals,Athletics,St. Louis Cardinals @ Athletics,J.T. Ginn,1450,BetMGM,31.9,PASS,SPECULATIVE,0,NO CONSENSUS,0,4,46.3,41,51.5,10.5,HIGH,6.3,6.5,-0.2,51.4,NO,NO,NO,NO,NO,NO,,47.3,41,45.2,51.5,4-Seam Fastball,14.3,,Thin agreement
212,Cedric Mullins,Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,Dylan Cease,980,FanDuel,31.9,PASS,SPECULATIVE,0,NO CONSENSUS,0,4,44.7,36.1,55.2,19.1,HIGH,6.3,9.3,-3,43,NO,NO,NO,NO,NO,NO,,49.3,36.1,38.2,55.2,Changeup,13.5,,Thin agreement
213,Jung Hoo Lee,San Francisco Giants,Los Angeles Dodgers,San Francisco Giants @ Los Angeles Dodgers,Shohei Ohtani,1080,DraftKings,31.6,PASS,SPECULATIVE,0,NO CONSENSUS,0,3,45.1,32.9,61.3,28.4,HIGH,6.3,8.5,-2.2,45.4,NO,NO,NO,NO,NO,NO,VOLATILE,48.3,32.9,37.9,61.3,4-Seam Fastball,47,,Thin agreement
214,Jonny DeLuca,Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,Dylan Cease,990,DraftKings,31.5,PASS,SPECULATIVE,0,NO CONSENSUS,0,4,44.1,37,51.3,14.3,HIGH,6.3,9.2,-2.9,43.3,NO,NO,NO,NO,NO,NO,,50.6,37,37.4,51.3,Sinker,9.7,,Thin agreement
215,Taylor Walls,Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,Dylan Cease,1300,FanDuel,30.9,PASS,SPECULATIVE,0,NO CONSENSUS,0,4,44.9,37.8,56,18.2,HIGH,6.2,7.1,-0.9,49.3,NO,NO,NO,NO,NO,NO,,44.6,37.8,41.1,56,4-Seam Fastball,31.9,,Thin agreement
216,Jesus Rodriguez,San Francisco Giants,Los Angeles Dodgers,San Francisco Giants @ Los Angeles Dodgers,Shohei Ohtani,1220,DraftKings,30.9,PASS,SPECULATIVE,0,NO CONSENSUS,0,4,44.7,36.5,55.9,19.4,HIGH,6.2,7.6,-1.4,47.8,NO,NO,NO,NO,NO,NO,,46,36.5,40.3,55.9,4-Seam Fastball,47,,Thin agreement
217,Victor Scott II,St. Louis Cardinals,Athletics,St. Louis Cardinals @ Athletics,J.T. Ginn,2200,BetMGM,30.8,PASS,SPECULATIVE,0,NO CONSENSUS,0,4,45.4,40.5,53.2,12.7,HIGH,6.2,4.3,1.9,57.7,NO,NO,NO,NO,NO,NO,,40.5,40.8,47.1,53.2,Cutter,17.4,,Thin agreement
218,Ryan Vilade,Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,Dylan Cease,1060,DraftKings,30.6,PASS,SPECULATIVE,0,NO CONSENSUS,0,4,43.8,37.5,49.8,12.3,HIGH,6.2,8.6,-2.4,44.8,NO,NO,NO,NO,NO,NO,,49.3,37.5,38.7,49.8,Sinker,9.7,,Thin agreement
219,Tyler Freeman,Colorado Rockies,Pittsburgh Pirates,Colorado Rockies @ Pittsburgh Pirates,Mitch Keller,1560,DraftKings,30.3,PASS,SPECULATIVE,0,NO CONSENSUS,0,3,44.7,36.7,58.7,22,HIGH,6.1,6,0.1,52.3,NO,NO,NO,NO,NO,NO,,39.5,36.7,43.7,58.7,4-Seam Fastball,39.7,,Thin agreement
220,Ben Williamson,Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,Dylan Cease,1300,Caesars,30.2,PASS,SPECULATIVE,0,NO CONSENSUS,0,4,44,37.5,56,18.5,HIGH,6.1,7.1,-1,49,NO,NO,NO,NO,NO,NO,,42.6,37.5,40,56,4-Seam Fastball,31.9,,Thin agreement
221,David Hamilton,Milwaukee Brewers,San Diego Padres,San Diego Padres @ Milwaukee Brewers,Michael King,1600,BetMGM,29.8,PASS,SPECULATIVE,0,NO CONSENSUS,0,4,43.9,37.3,54,16.7,HIGH,6.1,5.9,0.2,52.6,NO,NO,NO,NO,NO,NO,,41.8,37.3,42.4,54,4-Seam Fastball,22.9,,Thin agreement
222,Zach McKinstry,Detroit Tigers,New York Mets,Detroit Tigers @ New York Mets,Christian Scott,1260,FanDuel,29.3,PASS,SPECULATIVE,0,NO CONSENSUS,0,4,42.8,38.5,48.3,9.8,HIGH,6,7.4,-1.4,47.8,NO,NO,NO,NO,NO,NO,,44.3,38.5,40.1,48.3,4-Seam Fastball,55.3,,Thin agreement
223,Luis Arraez,San Francisco Giants,Los Angeles Dodgers,San Francisco Giants @ Los Angeles Dodgers,Shohei Ohtani,1500,DraftKings,29.1,PASS,SPECULATIVE,0,NO CONSENSUS,0,4,42.9,33.6,56,22.4,HIGH,6,6.3,-0.2,51.4,NO,NO,NO,NO,NO,NO,,42.2,33.6,39.9,56,4-Seam Fastball,47,,Thin agreement
224,Austin Martin,Minnesota Twins,Miami Marlins,Miami Marlins @ Minnesota Twins,Max Meyer,1800,BetMGM,28.9,PASS,SPECULATIVE,0,NO CONSENSUS,0,3,42.9,34.2,59.4,25.2,HIGH,5.9,5.3,0.6,53.8,NO,NO,NO,NO,NO,NO,VOLATILE,37.9,34.2,40.3,59.4,Sweeper,29.9,,Thin agreement
225,Luke Keaschall,Minnesota Twins,Miami Marlins,Miami Marlins @ Minnesota Twins,Max Meyer,1360,DraftKings,28.7,PASS,SPECULATIVE,0,NO CONSENSUS,0,4,42.2,33,55.8,22.8,HIGH,5.9,6.8,-0.9,49.3,NO,NO,NO,NO,NO,NO,,42.1,33,37.9,55.8,Slider,26.4,,Thin agreement
226,Sal Frelick,Milwaukee Brewers,San Diego Padres,San Diego Padres @ Milwaukee Brewers,Michael King,2000,Caesars,28.6,PASS,SPECULATIVE,0,NO CONSENSUS,0,4,42.6,37.3,52.7,15.4,HIGH,5.9,4.8,1.1,55.3,NO,NO,NO,NO,NO,NO,,38,37.3,42.3,52.7,Sweeper,22.5,,Thin agreement
227,Chandler Simpson,Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,Dylan Cease,2200,DraftKings,26.7,PASS,SPECULATIVE,0,NO CONSENSUS,0,4,40.4,33.8,48.4,14.6,HIGH,5.7,4.3,1.4,56.2,NO,NO,NO,NO,NO,NO,,33.8,37.4,42.2,48.4,Sinker,9.7,,Thin agreement